name,artist,album,genre,total_time,play_count,skip_count
Da Introduction,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,265400,1,1
East 1999,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,261773,7,0
"""Eternal""",Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,243920,10,0
Crept and We Came,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,303813,6,0
Down '71 (The Getaway),Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,290027,7,0
Mr. Bill Collector,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,301453,4,0
Budsmokers Only,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,211600,4,0
Tha Crossroads,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,223547,7,0
Me Killa,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,55840,2,0
Land of Tha Heartless,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,185827,2,1
"No Shorts, No Losses",Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,292147,3,0
1st of Tha Month,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,314680,6,0
Buddah Lovaz,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,283493,3,0
Die Die Die,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,172213,5,1
Mr. Quija 2,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,76680,1,0
Mo'murda,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,344933,9,0
Shotz to Tha Double Glock,Bone Thugs-n-Harmony,E. 1999 Eternal,Rap,282253,4,0
Mo' Thug,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,100213,2,0
Thug Luv (feat. 2pac),Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,307987,4,0
Hatin' Nation,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,312800,2,0
7 Sign (feat. Majesty),Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,288533,1,0
Wasteland Warriors (feat. Souljah Boy),Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,268360,1,0
Neighborhood Slang,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,89373,1,0
U Ain't Bone,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,304733,5,0
Get'cha Thug On,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,242333,3,0
All Original,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,298560,5,0
Blaze It,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,128573,1,1
Let the Law End,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,216493,1,0
Whom Die They Lie,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,264240,3,0
How Many of Us Have Them,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,310493,2,0
Evil Paradise,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,288507,1,1
Mo' Thug Family Tree,Bone Thugs-n-Harmony,The Art of War: World War 2,Rap,340933,1,0
Atras,Violadores del Verso,Atras (Doble V),Urbano latino,368507,13,0
Rap Solo Universidad,Violadores del Verso,Atras (Doble V),Urbano latino,341213,19,0
Nadie Lo Haze (Remix),Violadores del Verso,Atras (Doble V),Urbano latino,306920,17,0
Atrás (Instrumental),Violadores del Verso,Atras (Doble V),Urbano latino,368493,0,1
Rap Solo Universidad (Instrumental),Violadores del Verso,Atras (Doble V),Urbano latino,332667,0,2
Nadie Lo Haze (Remix Instrumental),Violadores del Verso,Atras (Doble V),Urbano latino,307560,1,0
Introducción,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,51880,2,1
Vicios y Virtudes,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,334040,14,0
"Marrones, Morenas, Coronas",Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,304453,2,0
Trae Ese Ron,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,415427,4,0
No Es Ningún Trofeo Noble,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,358467,11,0
Tú y Tus Historias,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,125800,1,0
No Pasa Nada,Violadores del Verso featuring Supernafamacho,Vicios y Virtudes,Hip-Hop/Rap,298640,3,1
Modestia Aparte,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,308320,17,0
Ninguna Chavala Tiene Dueño / Porque Ella Me Lo Dijo,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,269160,3,0
Cerdo Agridulce,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,207760,15,0
"Que Te Importan Todos los Demás (Inspiración, Aspiración)",Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,324947,2,0
Suizaragoza,Violadores del Verso featuring Gran Purismo,Vicios y Virtudes,Hip-Hop/Rap,113720,6,0
Capricornio,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,195413,3,0
Por Honor,Violadores del Verso con Mr. Rango,Vicios y Virtudes,Hip-Hop/Rap,374840,12,1
La Ciudad Nunca Duerme,Violadores del Verso,Vicios y Virtudes,Hip-Hop/Rap,341493,18,0
Bombo Clap (feat. Rebel),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,379867,8,2
Nada Que Hacer,Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,320493,3,0
La Ciudad Nunca Duerme (Remix),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,376627,4,0
Solo Quedar Consuelo (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,334493,1,0
Modestia Aparte (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,309707,4,0
Un Gran Plan (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,282040,5,0
Yo Tengo el Funk (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,334067,2,0
No Es Ningún Trofeo Noble (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,336453,7,0
Virtuosos (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,329253,4,0
Rap Solo Universidad (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,343347,3,0
Doble V (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,297360,5,0
Máximo Exponente (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,244640,2,0
Vicios y Virtudes (En Directo),Violadores del Verso,Tu Eres Alguien / Bombo Clap,Hip-Hop/Rap,367187,1,0
Intro,R de Rumba,R de Rumba,Urbano latino,18991,0,0
Amberes,R de Rumba featuring Lirico & Rebel,R de Rumba,Urbano latino,327100,2,0
Dias de Furia,R de Rumba featuring Toteking,R de Rumba,Urbano latino,262520,3,0
Solo una Excusa,R de Rumba featuring Cloaka Company,R de Rumba,Urbano latino,260997,3,0
No Vayas,R de Rumba featuring Frank-T,R de Rumba,Urbano latino,287134,0,0
Quieres,R de Rumba featuring Kase.O y Kami,R de Rumba,Urbano latino,225773,0,0
Fabricante,R de Rumba featuring Mala Rodriguez,R de Rumba,Urbano latino,274560,0,0
La Puta Ley,R de Rumba featuring el Hermano L,R de Rumba,Urbano latino,252067,1,0
Let´s Go,R de Rumba featuring Palestine,R de Rumba,Urbano latino,234695,2,0
Sabado Noche,"R de Rumba featuring Zatu ""El Niño Güei""",R de Rumba,Urbano latino,324032,0,0
Es Mi Etica,R de Rumba featuring Bufank,R de Rumba,Urbano latino,272717,5,0
2º Contacto,R de Rumba featuring Rapsus´klei,R de Rumba,Urbano latino,279800,19,0
Heroina Madness,R de Rumba featuring Sicario y Capaz,R de Rumba,Urbano latino,315533,1,0
Jamas Me Rilo,R de Rumba featuring Presión,R de Rumba,Urbano latino,427893,13,0
Untitled,R de Rumba featuring Javat y Kamel,R de Rumba,Urbano latino,514493,15,0
Bring da Ruckus,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,251467,9,0
Shame on a N***a,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,177067,6,0
Clan in da Front,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,273320,3,0
Wu-Tang: 7th Chamber,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,366307,4,0
Can It Be All So Simple / Intermission,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,413000,0,0
Da Mystery of Chessboxin',Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,287840,2,0
Wu-Tang Clan Aint Nuthing ta F' Wit,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,216133,4,0
C.R.E.A.M.,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,252187,5,0
Method Man,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,350560,5,0
Protect Ya Neck,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,291067,2,0
Tearz,Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,257747,1,0
"Wu-Tang: 7th Chamber, Pt. 2 / Conclusion",Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,370733,2,0
Protect Ya Neck (Shao Lin Version),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,278853,0,0
Method Man (Home Grown Version),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,310467,0,0
C.R.E.A.M. (A Cappella),Wu-Tang Clan,Enter The Wu-Tang (36 Chambers) [Expanded Edition],Hip-Hop/Rap,158427,0,0
Introducción: de Norte a Sur,Violadores del Verso,Genios,Urbano latino,66147,7,0
Máximo Exponente,Violadores del Verso,Genios,Urbano latino,256973,12,0
No Esperaba Menos,Violadores del Verso,Genios,Urbano latino,288947,4,0
A Solas Con un Ritmo Kase.O,Violadores del Verso,Genios,Urbano latino,143973,16,0
Doble V,Violadores del Verso,Genios,Urbano latino,295213,5,1
B-Boy J,Violadores del Verso,Genios,Urbano latino,114173,6,0
El Rey de las Cantinas,Violadores del Verso,Genios,Urbano latino,324080,5,0
Prestigio Intocable,Violadores del Verso,Genios,Urbano latino,267493,21,0
Solo Quedar Consuelo,Violadores del Verso featuring Jeru the Damaja,Genios,Urbano latino,392280,5,0
Rebel - la Carta Más Alta,Violadores del Verso,Genios,Urbano latino,129387,13,0
Intro 97,Violadores del Verso,Genios,Urbano latino,343880,6,0
A Solas Con un Ritmo Sho-Hai,Violadores del Verso,Genios,Urbano latino,110413,9,0
Yo Tengo el Funk,Violadores del Verso,Genios,Urbano latino,346267,4,1
A Solas Con un Ritmo Liriko,Violadores del Verso,Genios,Urbano latino,117413,23,0
Ballantains (Token Internacional Remix),Violadores del Verso,Genios,Urbano latino,356440,1,0
No Paseis Por Lto a los Genios,Violadores del Verso,Genios,Urbano latino,595347,2,1
La Saga Continua,C.P.V.,Lo Más Bruto de CPV,Urbano latino,342687,15,0
9:30 PM,C.P.V.,Lo Más Bruto de CPV,Urbano latino,203139,5,0
El Hombre Metrónomo,C.P.V.,Lo Más Bruto de CPV,Urbano latino,192031,3,0
"Y Ahora Ke, Eh!",C.P.V.,Lo Más Bruto de CPV,Urbano latino,389275,2,2
De Cacería,C.P.V.,Lo Más Bruto de CPV,Urbano latino,420976,16,0
"bla, Bla, Bla",C.P.V.,Lo Más Bruto de CPV,Urbano latino,253531,20,0
La Espiral,C.P.V.,Lo Más Bruto de CPV,Urbano latino,234801,19,0
Dramas y Fiestas,C.P.V.,Lo Más Bruto de CPV,Urbano latino,268525,27,0
Tecnica de Rima,C.P.V.,Lo Más Bruto de CPV,Urbano latino,313880,9,0
Ven,C.P.V.,Lo Más Bruto de CPV,Urbano latino,301767,9,0
"Oye, oye",C.P.V.,Lo Más Bruto de CPV,Urbano latino,273777,12,0
Mala Gente,C.P.V.,Lo Más Bruto de CPV,Urbano latino,315903,6,1
Cuenta,C.P.V.,Lo Más Bruto de CPV,Urbano latino,225180,19,0
Los Tres Amigos,C.P.V.,Lo Más Bruto de CPV,Urbano latino,368413,19,0
Grandes Planes,C.P.V.,Lo Más Bruto de CPV,Urbano latino,266810,27,0
Esto Quiero Hacer Yo,SFDK,Lista de Invitados,Hip-Hop/Rap,109787,0,0
Creencias Personales (feat. Zeropositivo),SFDK,Lista de Invitados,Hip-Hop/Rap,226893,1,0
Misión Buscar y Destruir (feat. Duo Kie & El Chojin),SFDK,Lista de Invitados,Hip-Hop/Rap,172373,1,0
Crazy Love,SFDK,Lista de Invitados,Hip-Hop/Rap,193445,0,0
Blondapetit (feat. Swan Fyahbwoy & Gordo Master),SFDK,Lista de Invitados,Hip-Hop/Rap,292093,0,0
Flow del 15 (feat. Capaz),SFDK,Lista de Invitados,Hip-Hop/Rap,242040,2,0
"Donde Tengo Que Estar (feat. Baroe, Jefe de la M, Xcese & Cortesano)",SFDK,Lista de Invitados,Hip-Hop/Rap,295773,0,0
"Esta Va por Mi (feat. El Santo, Juan Profundo, Ose & Tosko)",SFDK,Lista de Invitados,Hip-Hop/Rap,251027,0,0
F*****g Real (feat. El limite),SFDK,Lista de Invitados,Hip-Hop/Rap,193573,0,0
La Calle Esta Candela (feat. La Excepcion & Little Pepe),SFDK,Lista de Invitados,Hip-Hop/Rap,210120,0,0
W.o.m. (feat. Crew Cuervos),SFDK,Lista de Invitados,Hip-Hop/Rap,311307,0,0
Puedes Ver la Luz (feat. El Hermano L),SFDK,Lista de Invitados,Hip-Hop/Rap,191573,1,0
Tinta Distinta (feat. Sharif & Alba),SFDK,Lista de Invitados,Hip-Hop/Rap,228880,0,0
"El Cambio (feat. Spanish Fly, Xcese, E.G.O., Duddy Wallace, Jefe de la M & Zatu)",SFDK,Lista de Invitados,Hip-Hop/Rap,237480,0,0
Saluda al Capitán (feat. El Chobbi),SFDK,Lista de Invitados,Hip-Hop/Rap,205747,0,0
"Digan Lo Que Quieran (feat. Little Pepe, Jefe de la M & Ijah)",SFDK,Lista de Invitados,Hip-Hop/Rap,255853,0,0
Lo Que Importa (feat. El Chojin & Shabu),SFDK,Lista de Invitados,Hip-Hop/Rap,190507,0,0
"Trabajos Suzios (feat. Latex Diamond, Mitsuruggy & Trad Montana)",SFDK,Lista de Invitados,Hip-Hop/Rap,239387,0,0
"One Mission (feat. Shabu, Legendario, Jesuly & P**o Loko)",SFDK,Lista de Invitados,Hip-Hop/Rap,225067,0,0
Intro,SFDK,Lista de Invitados,Hip-Hop/Rap,128960,0,0
El Tiempo Está Aquí (feat. Spanish Fly),SFDK,Lista de Invitados,Hip-Hop/Rap,172760,0,0
Espacio Vital (feat. Sho Hai & Kaseo),SFDK,Lista de Invitados,Hip-Hop/Rap,294453,1,1
Cuando Todo Acabe (feat. El Chojin & Jefe de la M),SFDK,Lista de Invitados,Hip-Hop/Rap,291859,0,0
Esta To Feo (feat. Rapsusklei),SFDK,Lista de Invitados,Hip-Hop/Rap,230120,1,0
Curro y Sacrificio (feat. Darmo & Alba),SFDK,Lista de Invitados,Hip-Hop/Rap,264120,4,0
Ellos Van a Ver (feat. Kafu Banton),SFDK,Lista de Invitados,Hip-Hop/Rap,210813,3,0
Solo No Con Migo,SFDK,Lista de Invitados,Hip-Hop/Rap,245133,2,0
Esto o Aquello (feat. Piezas & Shabu),SFDK,Lista de Invitados,Hip-Hop/Rap,195040,0,0
Por Mis Hijos (feat. Fresh Makers),SFDK,Lista de Invitados,Hip-Hop/Rap,195147,0,0
Lions (feat. Titó & Swan Fyahbwoy),SFDK,Lista de Invitados,Hip-Hop/Rap,227173,1,0
Lsd (feat. Kultama),SFDK,Lista de Invitados,Hip-Hop/Rap,241347,0,0
Nada Mas (feat. Alberto Gambino),SFDK,Lista de Invitados,Hip-Hop/Rap,331413,0,0
"Los Chicos del Barrio (feat. El limite, Dementores, Ed Noise & Pajaro)",SFDK,Lista de Invitados,Hip-Hop/Rap,268307,0,0
Los Generadores (feat. Sicario),SFDK,Lista de Invitados,Hip-Hop/Rap,228787,0,0
Intro,SFDK,2001 Odisea en el lodo,Pop,113214,1,0
Al filo,SFDK,2001 Odisea en el lodo,Pop,217024,11,0
Next Level,SFDK,2001 Odisea en el lodo,Pop,271881,10,0
Donde esta Wifly?,SFDK,2001 Odisea en el lodo,Pop,232141,2,0
El doctor,SFDK,2001 Odisea en el lodo,Pop,258927,1,0
El liricista en el tejado,SFDK,2001 Odisea en el lodo,Pop,341620,10,0
Esta canción va dedicada...,SFDK,2001 Odisea en el lodo,Pop,168711,19,0
Que te lo jumah,SFDK,2001 Odisea en el lodo,Pop,151024,0,1
Desafio total,SFDK,2001 Odisea en el lodo,Pop,312633,1,0
A donde van,SFDK,2001 Odisea en el lodo,Pop,245966,11,0
Duelo de vikingos,SFDK,2001 Odisea en el lodo,Pop,264469,1,0
Yo contra todos,SFDK,2001 Odisea en el lodo,Pop,364753,12,0
Interludio,SFDK,2001 Odisea en el lodo,Pop,86982,3,0
Fuera ¿cuantos miran por mi?,SFDK,2001 Odisea en el lodo,Pop,246929,1,0
Despedida y cierre (que os follen),SFDK,2001 Odisea en el lodo,Pop,172108,0,0
Intro,SFDK,SFDK: 2005,Hip-Hop/Rap,43680,1,0
2005,SFDK,SFDK: 2005,Hip-Hop/Rap,216573,1,0
Diana Facil,SFDK,SFDK: 2005,Hip-Hop/Rap,243560,12,0
"Bailes de Salón ,con Juaninacka",SFDK,SFDK: 2005,Hip-Hop/Rap,243453,2,0
"¿Yo Que Hago Aquí? ,con Jefe de la M",SFDK,SFDK: 2005,Hip-Hop/Rap,250427,2,0
"$ + € ,con Toteking",SFDK,SFDK: 2005,Hip-Hop/Rap,311867,12,0
La Habitación Que Más Me Gusta de Mi Keli,SFDK,SFDK: 2005,Hip-Hop/Rap,266227,16,0
Interludio,SFDK,SFDK: 2005,Hip-Hop/Rap,168827,1,0
El Niño Güei,SFDK,SFDK: 2005,Hip-Hop/Rap,289200,2,0
"En la Oscuridad ,con Legendario (Dogma Crew)",SFDK,SFDK: 2005,Hip-Hop/Rap,233653,2,0
Ojos Tristes,SFDK,SFDK: 2005,Hip-Hop/Rap,201373,12,0
No Eres Feo Ni Ná,SFDK,SFDK: 2005,Hip-Hop/Rap,260133,2,0
"Esta Canción Va Dedicada… ,con Morodo",SFDK,SFDK: 2005,Hip-Hop/Rap,363600,12,0
Abuchea!!,SFDK,SFDK: 2005,Hip-Hop/Rap,220787,1,0
Fumar cagando,SFDK,SFDK: 2005,Hip-Hop/Rap,285480,10,1
"Hoy No… ,con Loko (H Mafia)",SFDK,SFDK: 2005,Hip-Hop/Rap,232400,2,0
Crossover,SFDK,SFDK: 2005,Hip-Hop/Rap,612667,0,0
El Principio,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,114413,1,0
Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,262335,2,0
Consejos ofrecidos para todos vosotros de Frank T,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,269315,22,0
El Tiempo De Los Intrusos,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,274206,4,0
Y Al Final Yo Seguire Siendo Quien Soy,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,237011,1,0
El Hombre Luchador,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,290285,0,0
"Llegara La Hora De Consultar La Hora Y Decir , Ya Es La Hora",Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,211955,1,0
La Gran Obra Maestra,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,297949,1,0
Rap Utentico Y Verdaderos (sabor Hip Hop),Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,294787,0,0
Andate Con Ojo Chavalito,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,278145,0,0
Galaxia Empírica,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,74270,0,0
Aquí No Pasa Nada,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,291168,1,0
"Teorias, Filosofias, Explicaciones, Justificaciones, Racistas, Topicos Y El Arroz",Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,292026,0,0
La Revelion De Los X'Isianos,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,328672,16,0
Flota,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,257297,0,0
Poesia Dedicada a Los Oprimidos,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,239623,0,0
Abre La Puerta De Tu Mente,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,136533,0,0
El Final,Frank T.,Los Pajaros No Pueden Vivir En El Agua Porque No Son Peces,Hip-Hop/Rap,78825,1,0
Pago por Visión (Flesh),Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,250000,1,0
Te Voy a Hundir,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,322853,1,0
Violencia en la Música,Hablando en Plata & R.A. the Rugged Man,Libertad Hambre,Hip-Hop/Rap,167080,0,0
Criminales,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,198987,1,0
Forbidden,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,213413,1,0
Slasher,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,185080,1,0
Ya Estan Aquí,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,186707,0,0
Ojos de Dios,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,190720,0,0
Nada Que Perder,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,259693,1,0
Vida Rápida,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,271200,0,0
Plenilunio,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,215587,0,0
Antes del Alba,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,184867,2,0
El Castigo de los Débiles,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,284933,0,0
Nos Fotean,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,186213,1,0
Afunkalypse Now,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,199800,1,0
Mienten por Dinero,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,200440,1,0
Ratas,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,266187,0,0
Colt 42,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,283187,1,0
Jugar Con Fuego,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,312320,0,0
Cómo Decir Que No,Hablando en Plata & Lisandra,Libertad Hambre,Hip-Hop/Rap,241293,1,0
H.a.m.b.r.e.,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,217320,0,0
Educación,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,168680,0,0
Ven a Mi,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,280013,1,0
Whatcha Mouth,Hablando en Plata & Shabu One Shant,Libertad Hambre,Hip-Hop/Rap,286480,1,0
Monstruos del Fin del Mundo,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,133160,1,0
Números,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,231613,0,0
Mmmm Oh,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,206373,0,0
La Muerte de la Mañana,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,121040,1,0
El Blues de los Mas Buscados Hoy,Hablando en Plata & Elphomega,Libertad Hambre,Hip-Hop/Rap,265120,1,0
Lluvia Negra,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,190307,1,0
El Hablar de la Calle,Hablando en Plata,Libertad Hambre,Hip-Hop/Rap,274333,0,0
Inocencia / Tengo Muchos Vicios (Track Oculto),Hablando en Plata,Libertad & Hambre,Urbano latino,502413,0,0
Intro,Rakim,The Master,Hip-Hop/Rap,82707,1,0
Flow Forever,Rakim,The Master,Hip-Hop/Rap,251400,0,0
When I B on tha Mic,Rakim,The Master,Hip-Hop/Rap,222933,10,0
Finest Ones,Rakim,The Master,Hip-Hop/Rap,264733,4,0
All Night Long,Rakim,The Master,Hip-Hop/Rap,262760,2,1
State of Hip Hop Interlude,Rakim,The Master,Hip-Hop/Rap,39133,4,0
Uplift,Rakim,The Master,Hip-Hop/Rap,189133,14,0
I Know,Rakim,The Master,Hip-Hop/Rap,247373,9,0
It's the R,Rakim,The Master,Hip-Hop/Rap,255693,4,2
I'll Be There,Rakim,The Master,Hip-Hop/Rap,309733,3,1
It's a Must,Rakim,The Master,Hip-Hop/Rap,263867,3,1
Real Shit,Rakim,The Master,Hip-Hop/Rap,261107,4,0
How I Get Down,Rakim,The Master,Hip-Hop/Rap,245293,5,0
L.I. Interlude,Rakim,The Master,Hip-Hop/Rap,52333,5,0
Strong Island,Rakim,The Master,Hip-Hop/Rap,273507,1,0
Waiting for the World to End,Rakim,The Master,Hip-Hop/Rap,245027,2,0
We'll Never Stop,Rakim,The Master,Hip-Hop/Rap,259707,0,0
World Domination (Intro),Westside Connection,Bow Down,Hip-Hop/Rap,76400,0,0
Bow Down,Westside Connection,Bow Down,Hip-Hop/Rap,206827,5,0
Gangstas Make the World Go Round,Westside Connection,Bow Down,Hip-Hop/Rap,272834,5,0
All the Critics in New York,Westside Connection,Bow Down,Hip-Hop/Rap,334667,2,0
Do You Like Criminals,Westside Connection,Bow Down,Hip-Hop/Rap,300667,1,0
Gangstsa Don't Dance (Insert),Westside Connection,Bow Down,Hip-Hop/Rap,21600,1,0
"The Gangsta, the Killa and the Dope Dealer",Westside Connection,Bow Down,Hip-Hop/Rap,251067,6,0
Cross 'Em Out and Put a 'K,Westside Connection,Bow Down,Hip-Hop/Rap,295973,3,0
King of the Hill,Westside Connection,Bow Down,Hip-Hop/Rap,257493,2,0
3 Time Felons,Westside Connection,Bow Down,Hip-Hop/Rap,309933,2,0
Westward Ho,Westside Connection,Bow Down,Hip-Hop/Rap,312067,2,0
The Pledge (Insert),Westside Connection,Bow Down,Hip-Hop/Rap,14440,2,0
Hoo-Bangin' (WSCG Style),Westside Connection,Bow Down,Hip-Hop/Rap,238200,0,0
Presente,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,334507,3,0
Ocho Lineas (Xhelazz Remix),Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,284520,4,0
Presente Remix,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,317440,0,1
Filosofía y Letras,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,322173,0,0
Lo Nuestro,Violadores del Verso,Gira 06/07 Presente,Hip-Hop/Rap,364613,0,0
