name,artist,album,genre,total_time,play_count,skip_count
Oh Baby (feat. Soul Food Horns),Cap Kendricks & Cookin Soul,Oh Baby (feat. Soul Food Horns) - Single,Hip-Hop/Rap,148839,0,0
Bon Bini,Cookin Soul,Caribbean Bites,Hip-Hop/Rap,104789,0,0
Lostyamind,Cookin Soul,Soul Beach,Old School Rap,135529,0,0
Gee Money Shot,Cookin Soul,Gee Money Shot - Single,Hip-Hop/Rap,115200,0,0
Destiny,Cookin Soul & Klim,Destiny - Single,Hip-Hop/Rap,165714,0,0
Daisy Vibes,Cookin Soul,Daisy Vibes - Single,Instrumental,121519,0,0
Mista Uanteik,Lil Supa,Claro - EP,Latin Rap,260650,7,0
"Hypnotize (Amended, 2014 Remastered Version)",The Notorious B.I.G.,Life After Death (Remastered Edition) [Amended],Hip-Hop/Rap,237493,3,0
"#!*@ You Tonight (feat. R. Kelly) [Amended, 2014 Remastered]",The Notorious B.I.G.,Life After Death (Remastered Edition) [Amended],Hip-Hop/Rap,342800,1,0
"You're Nobody (Til Somebody Kills You) [Amended, 2014 Remastered]",The Notorious B.I.G.,Life After Death (Remastered Edition) [Amended],Hip-Hop/Rap,292360,1,0
